t,receiver,sender,accepted,range,doppler,t_tx_payload,t_meas,n_range,n_gps,n_nodes,collab_cost,solver_status,receiver_x_post,receiver_y_post,receiver_z_post,traceP_post
230.59999999998948,A03,A04,1,107.5227780167876,0.06469601927726419,225.5333333333231,225.60499298018016,33,0,10,864.8528728937973,Solve_Succeeded,-32.480357620470656,56.416968753736995,69.0,5.15896154709537
235.86666666665585,A02,A01,1,108.89911051281493,-0.39930568978304554,230.79999999998947,230.87262686750526,34,0,11,4953.050868611649,Solve_Succeeded,-52.92126890252409,8.257899494914,69.0,5.267948837155257
235.86666666665585,A04,A01,1,94.74130313506393,-0.2700384763470187,230.79999999998947,230.86313503054555,34,0,10,5866.61822428537,Solve_Succeeded,-80.48062994072208,-42.83550669560203,69.0,5.266900170091106
235.89999999998918,A03,A01,1,137.379217592099,-0.08430341239856214,230.79999999998947,230.89148010981955,34,0,10,909.8172724841139,Solve_Succeeded,-32.60588487557132,56.3612056867989,69.0,5.266040101484866
241.06666666665555,A03,A02,1,53.878272426637324,0.09936878572515112,236.0333333333225,236.0692444686087,35,0,11,1113.1990727486964,Solve_Succeeded,-34.03510323637787,57.049887891200186,69.0,5.370424834739123
241.06666666665555,A04,A02,1,53.19228226248562,-0.037860112371104364,236.0333333333225,236.0688492116485,35,0,10,5456.340555441245,Solve_Succeeded,-82.99383557620125,-40.83431918117792,69.0,5.371993713330979
241.09999999998888,A01,A02,1,102.95456938376259,-0.3894735765886034,236.0333333333225,236.10191337029542,34,0,10,631.5872589793498,Solve_Succeeded,-157.67990321674674,3.2457966318576954,69.0,5.370616474871363
246.2999999999886,A02,A03,1,52.32738370612814,0.10978676839501822,241.26666666665554,241.3016207249091,35,0,10,8369.61515982017,Solve_Succeeded,-61.441423542121406,8.320650314912688,69.0,5.4788558898583455
246.33333333332192,A04,A03,1,106.72217605646367,0.07521154862790702,241.26666666665554,241.33784532554355,36,0,11,6867.84519451025,Solve_Succeeded,-85.23710175344893,-40.21162027347003,69.0,5.478435142158005
246.36666666665525,A01,A03,1,133.87102605994826,-0.09335634753687673,241.26666666665554,241.35593692890728,35,0,10,724.3864338507626,Solve_Succeeded,-158.0459668580004,2.4216441257637906,69.0,5.4770117766589275
